x,y,result
30.0,-14.0,SHOT
-64.0,18.0,GOAL
-50.0,-20.0,SHOT
82.0,-9.0,SHOT
86.0,-8.0,SHOT
-60.0,2.0,SHOT
36.0,-9.0,GOAL
-50.0,34.0,SHOT
-55.0,-6.0,SHOT
-81.0,-4.0,GOAL
76.0,-5.0,SHOT
-77.0,0.0,SHOT
-42.0,27.0,SHOT
-65.0,-13.0,SHOT
-1.0,-18.0,SHOT
-81.0,21.0,SHOT
32.0,-2.0,SHOT
44.0,-4.0,SHOT
78.0,1.0,SHOT
50.0,35.0,SHOT
-80.0,-6.0,SHOT
-41.0,35.0,SHOT
-67.0,26.0,SHOT
-23.0,-35.0,SHOT
76.0,2.0,SHOT
-65.0,-42.0,SHOT
-52.0,-7.0,SHOT
-64.0,-5.0,SHOT
-35.0,25.0,SHOT
-52.0,-35.0,SHOT
-13.0,27.0,SHOT
-32.0,0.0,SHOT
-58.0,-3.0,GOAL
-34.0,22.0,SHOT
-60.0,16.0,GOAL
-56.0,27.0,SHOT
-70.0,10.0,GOAL
-33.0,-21.0,SHOT
-74.0,2.0,SHOT
55.0,-1.0,SHOT
35.0,7.0,SHOT
81.0,8.0,SHOT
48.0,12.0,SHOT
71.0,-6.0,SHOT
-55.0,38.0,SHOT
75.0,-7.0,SHOT
62.0,-3.0,GOAL
-81.0,-15.0,GOAL
82.0,13.0,SHOT
66.0,0.0,SHOT
-50.0,-15.0,SHOT
-27.0,-13.0,SHOT
-45.0,-14.0,SHOT
70.0,28.0,SHOT
-63.0,25.0,SHOT
-71.0,4.0,GOAL
-54.0,16.0,SHOT
65.0,35.0,SHOT
49.0,22.0,SHOT
29.0,4.0,SHOT
-48.0,36.0,SHOT
-35.0,-12.0,SHOT
-35.0,8.0,SHOT
-75.0,2.0,SHOT
55.0,13.0,SHOT
-31.0,31.0,SHOT
58.0,3.0,SHOT
72.0,-15.0,SHOT
-77.0,4.0,SHOT
-57.0,-20.0,SHOT
-43.0,-18.0,SHOT
-59.0,1.0,SHOT
-53.0,16.0,SHOT
41.0,13.0,SHOT
-47.0,-10.0,SHOT
-48.0,-21.0,SHOT
-43.0,-25.0,SHOT
-55.0,18.0,SHOT
62.0,38.0,GOAL
-45.0,19.0,SHOT
77.0,-33.0,SHOT
37.0,12.0,SHOT
43.0,36.0,SHOT
52.0,25.0,SHOT
-77.0,4.0,SHOT
-77.0,-8.0,GOAL
50.0,38.0,SHOT
-35.0,30.0,SHOT
61.0,-29.0,SHOT
82.0,-8.0,SHOT
72.0,31.0,SHOT
35.0,13.0,SHOT
11.0,-34.0,SHOT
35.0,24.0,SHOT
-62.0,-8.0,SHOT
84.0,-7.0,SHOT
-30.0,3.0,SHOT
-70.0,6.0,SHOT
-74.0,-8.0,SHOT
-81.0,5.0,SHOT
-35.0,9.0,SHOT
-76.0,11.0,SHOT
-65.0,-3.0,SHOT
-32.0,-34.0,SHOT
85.0,-12.0,SHOT
81.0,-6.0,GOAL
68.0,-1.0,SHOT
86.0,-10.0,SHOT
82.0,-3.0,SHOT
75.0,3.0,SHOT
-34.0,23.0,SHOT
-75.0,-40.0,SHOT
-53.0,-14.0,SHOT
-36.0,19.0,SHOT
39.0,34.0,SHOT
59.0,20.0,SHOT
74.0,25.0,SHOT
52.0,21.0,SHOT
69.0,6.0,SHOT
82.0,-8.0,SHOT
33.0,38.0,SHOT
36.0,-31.0,SHOT
86.0,24.0,SHOT
-35.0,32.0,SHOT
-47.0,-35.0,SHOT
-76.0,-5.0,SHOT
-85.0,-6.0,SHOT
-37.0,4.0,SHOT
-81.0,-21.0,GOAL
-31.0,-31.0,SHOT
-45.0,11.0,SHOT
53.0,-14.0,SHOT
71.0,21.0,SHOT
-53.0,-6.0,GOAL
73.0,17.0,SHOT
-75.0,-17.0,GOAL
52.0,-26.0,SHOT
51.0,-29.0,GOAL
-77.0,8.0,SHOT
-86.0,7.0,GOAL
41.0,14.0,SHOT
-72.0,5.0,SHOT
-69.0,-4.0,GOAL
-20.0,-14.0,SHOT
37.0,24.0,GOAL
-85.0,31.0,SHOT
-79.0,-22.0,SHOT
39.0,-2.0,SHOT
-77.0,1.0,SHOT
-68.0,6.0,SHOT
-86.0,32.0,SHOT
-58.0,-35.0,SHOT
-39.0,30.0,SHOT
-62.0,-3.0,SHOT
-74.0,6.0,GOAL
-82.0,14.0,SHOT
-85.0,-10.0,SHOT
-47.0,-30.0,SHOT
-78.0,17.0,SHOT
-74.0,-3.0,SHOT
-79.0,-5.0,GOAL
-78.0,-21.0,SHOT
-66.0,14.0,GOAL
63.0,-27.0,SHOT
76.0,-1.0,GOAL
-74.0,25.0,SHOT
73.0,5.0,SHOT
-33.0,-29.0,SHOT
-31.0,2.0,SHOT
-85.0,12.0,SHOT
80.0,1.0,SHOT
40.0,5.0,SHOT
-49.0,-4.0,SHOT
-60.0,-15.0,SHOT
-58.0,-35.0,SHOT
-58.0,-1.0,SHOT
-65.0,6.0,SHOT
-69.0,12.0,SHOT
-81.0,4.0,SHOT
34.0,-28.0,SHOT
80.0,-6.0,SHOT
-54.0,0.0,GOAL
-43.0,10.0,SHOT
70.0,2.0,SHOT
78.0,25.0,SHOT
-72.0,-2.0,SHOT
-79.0,-8.0,SHOT
-39.0,-32.0,SHOT
67.0,-14.0,GOAL
-66.0,4.0,SHOT
-56.0,20.0,SHOT
-56.0,-20.0,SHOT
-77.0,4.0,GOAL
-77.0,-22.0,SHOT
-60.0,17.0,SHOT
72.0,23.0,SHOT
76.0,12.0,SHOT
41.0,-24.0,SHOT
48.0,9.0,SHOT
-44.0,17.0,SHOT
47.0,26.0,SHOT
82.0,8.0,SHOT
64.0,-27.0,SHOT
37.0,33.0,SHOT
45.0,-36.0,SHOT
45.0,-3.0,SHOT
-87.0,5.0,SHOT
-50.0,-31.0,SHOT
-38.0,-20.0,SHOT
-39.0,16.0,SHOT
45.0,-23.0,SHOT
86.0,-14.0,SHOT
-34.0,31.0,SHOT
67.0,-8.0,SHOT
43.0,26.0,SHOT
-40.0,2.0,SHOT
69.0,5.0,SHOT
-57.0,-23.0,SHOT
-71.0,-2.0,SHOT
-63.0,-34.0,GOAL
-77.0,8.0,SHOT
-38.0,27.0,SHOT
51.0,-26.0,SHOT
-41.0,11.0,GOAL
60.0,23.0,SHOT
36.0,-14.0,SHOT
80.0,16.0,GOAL
53.0,-2.0,SHOT
82.0,9.0,SHOT
87.0,8.0,SHOT
52.0,18.0,SHOT
60.0,32.0,SHOT
-37.0,15.0,SHOT
-35.0,-5.0,SHOT
-55.0,-31.0,SHOT
54.0,-28.0,SHOT
-60.0,-26.0,SHOT
-65.0,7.0,GOAL
65.0,24.0,SHOT
71.0,29.0,SHOT
-76.0,-9.0,SHOT
-37.0,2.0,SHOT
66.0,-32.0,SHOT
-60.0,-27.0,SHOT
30.0,21.0,SHOT
-72.0,4.0,SHOT
75.0,-2.0,GOAL
-84.0,-9.0,SHOT
-34.0,-21.0,SHOT
-72.0,0.0,SHOT
-34.0,19.0,SHOT
-84.0,-9.0,SHOT
-73.0,-26.0,GOAL
-65.0,25.0,SHOT
-42.0,-32.0,SHOT
-33.0,-13.0,SHOT
84.0,-25.0,SHOT
-79.0,-1.0,GOAL
41.0,27.0,SHOT
-57.0,0.0,SHOT
55.0,26.0,SHOT
56.0,-31.0,SHOT
47.0,-13.0,SHOT
83.0,24.0,SHOT
-46.0,-12.0,SHOT
76.0,1.0,SHOT
37.0,-18.0,SHOT
-40.0,-3.0,SHOT
57.0,-33.0,SHOT
-80.0,26.0,SHOT
70.0,-18.0,SHOT
71.0,-18.0,SHOT
80.0,-10.0,SHOT
70.0,-5.0,SHOT
67.0,13.0,SHOT
82.0,1.0,SHOT
69.0,-1.0,SHOT
72.0,3.0,SHOT
66.0,-21.0,SHOT
78.0,-1.0,SHOT
81.0,0.0,SHOT
-66.0,-18.0,SHOT
-54.0,8.0,SHOT
-57.0,5.0,SHOT
-82.0,-8.0,SHOT
-87.0,7.0,SHOT
-80.0,-7.0,GOAL
-59.0,-27.0,SHOT
-59.0,-23.0,SHOT
40.0,10.0,SHOT
-54.0,14.0,SHOT
-85.0,7.0,SHOT
-88.0,7.0,SHOT
-69.0,-3.0,SHOT
-76.0,-1.0,GOAL
-43.0,20.0,SHOT
54.0,4.0,GOAL
-83.0,5.0,GOAL
-75.0,1.0,GOAL
57.0,17.0,SHOT
-43.0,24.0,GOAL
53.0,10.0,SHOT
86.0,-22.0,SHOT
58.0,-4.0,GOAL
72.0,20.0,SHOT
45.0,-2.0,SHOT
85.0,-6.0,SHOT
-5.0,38.0,SHOT
33.0,-30.0,SHOT
-56.0,24.0,SHOT
-87.0,-12.0,SHOT
35.0,11.0,SHOT
-67.0,21.0,SHOT
-74.0,-12.0,SHOT
-79.0,5.0,SHOT
-58.0,-36.0,SHOT
-61.0,16.0,SHOT
-82.0,-1.0,SHOT
-49.0,14.0,SHOT
-54.0,-30.0,SHOT
-87.0,-26.0,SHOT
61.0,26.0,SHOT
59.0,0.0,GOAL
-74.0,-1.0,SHOT
-79.0,-1.0,SHOT
58.0,31.0,SHOT
-69.0,-2.0,SHOT
-38.0,-1.0,GOAL
-62.0,18.0,SHOT
-73.0,-1.0,GOAL
-79.0,1.0,SHOT
78.0,-6.0,SHOT
79.0,-6.0,SHOT
76.0,-4.0,GOAL
-84.0,15.0,SHOT
58.0,-17.0,SHOT
46.0,9.0,SHOT
22.0,-27.0,SHOT
77.0,31.0,SHOT
-80.0,1.0,SHOT
-73.0,21.0,SHOT
79.0,1.0,GOAL
-60.0,7.0,SHOT
95.0,-4.0,SHOT
44.0,-25.0,SHOT
-66.0,13.0,SHOT
78.0,2.0,SHOT
40.0,4.0,SHOT
34.0,-27.0,SHOT
59.0,15.0,SHOT
79.0,5.0,SHOT
19.0,-7.0,SHOT
50.0,23.0,SHOT
93.0,-13.0,SHOT
79.0,-5.0,SHOT
39.0,-9.0,SHOT
39.0,-10.0,SHOT
88.0,-9.0,SHOT
86.0,24.0,SHOT
42.0,-1.0,GOAL
81.0,-6.0,GOAL
78.0,-8.0,SHOT
78.0,2.0,SHOT
83.0,8.0,SHOT
68.0,-15.0,GOAL
38.0,-22.0,SHOT
-39.0,-20.0,SHOT
-67.0,-1.0,SHOT
-79.0,2.0,SHOT
-67.0,-4.0,GOAL
42.0,25.0,SHOT
62.0,14.0,SHOT
86.0,-28.0,SHOT
-61.0,3.0,SHOT
18.0,-18.0,SHOT
-39.0,34.0,SHOT
-81.0,8.0,SHOT
-81.0,-5.0,SHOT
36.0,-26.0,SHOT
-51.0,22.0,SHOT
-54.0,2.0,SHOT
53.0,16.0,SHOT
83.0,7.0,SHOT
42.0,-21.0,SHOT
70.0,-5.0,SHOT
79.0,3.0,SHOT
78.0,11.0,GOAL
84.0,-10.0,SHOT
77.0,2.0,SHOT
66.0,5.0,SHOT
78.0,-19.0,GOAL
81.0,0.0,GOAL
-32.0,5.0,SHOT
-61.0,-1.0,SHOT
-67.0,16.0,SHOT
-78.0,2.0,SHOT
-79.0,2.0,SHOT
-42.0,5.0,SHOT
58.0,1.0,SHOT
57.0,8.0,GOAL
65.0,4.0,SHOT
-67.0,-30.0,SHOT
-74.0,-12.0,SHOT
72.0,4.0,GOAL
-87.0,6.0,GOAL
-57.0,-28.0,SHOT
81.0,11.0,SHOT
43.0,33.0,SHOT
-87.0,11.0,SHOT
-78.0,25.0,SHOT
80.0,-15.0,SHOT
-40.0,-4.0,SHOT
-45.0,38.0,SHOT
-71.0,32.0,SHOT
-34.0,-36.0,SHOT
78.0,3.0,SHOT
68.0,25.0,SHOT
-81.0,11.0,SHOT
72.0,13.0,SHOT
-67.0,2.0,SHOT
5.0,-23.0,SHOT
64.0,39.0,SHOT
-34.0,26.0,SHOT
58.0,3.0,SHOT
59.0,-39.0,SHOT
65.0,12.0,SHOT
-54.0,-24.0,SHOT
-54.0,-21.0,SHOT
35.0,8.0,SHOT
-63.0,-31.0,SHOT
-18.0,-32.0,SHOT
-17.0,34.0,SHOT
-44.0,-8.0,SHOT
78.0,7.0,SHOT
55.0,26.0,SHOT
-49.0,-37.0,SHOT
-75.0,-25.0,SHOT
-85.0,-30.0,SHOT
33.0,27.0,SHOT
81.0,4.0,SHOT
44.0,6.0,SHOT
-82.0,3.0,SHOT
-32.0,28.0,SHOT
57.0,-16.0,GOAL
80.0,-19.0,SHOT
82.0,-7.0,SHOT
-41.0,-26.0,SHOT
77.0,-3.0,SHOT
79.0,-2.0,SHOT
67.0,-22.0,SHOT
67.0,23.0,SHOT
61.0,-3.0,SHOT
68.0,38.0,SHOT
-52.0,-3.0,SHOT
39.0,19.0,SHOT
-62.0,-27.0,SHOT
-58.0,38.0,SHOT
48.0,-6.0,SHOT
-85.0,-14.0,SHOT
48.0,-21.0,SHOT
46.0,-18.0,SHOT
-81.0,16.0,SHOT
-77.0,-1.0,GOAL
81.0,4.0,GOAL
77.0,-5.0,SHOT
84.0,-35.0,SHOT
81.0,9.0,GOAL
-40.0,20.0,SHOT
-29.0,26.0,SHOT
84.0,11.0,SHOT
84.0,5.0,SHOT
-90.0,-9.0,SHOT
-75.0,-34.0,SHOT
-39.0,-12.0,SHOT
50.0,-25.0,SHOT
76.0,3.0,SHOT
87.0,10.0,SHOT
60.0,18.0,SHOT
56.0,15.0,SHOT
-55.0,-20.0,SHOT
50.0,-10.0,SHOT
80.0,3.0,SHOT
-21.0,-27.0,SHOT
-76.0,24.0,SHOT
-40.0,-16.0,SHOT
-49.0,9.0,SHOT
55.0,-21.0,SHOT
-81.0,-12.0,SHOT
72.0,-13.0,SHOT
62.0,-19.0,SHOT
-76.0,3.0,SHOT
-57.0,6.0,SHOT
-79.0,-20.0,SHOT
41.0,-7.0,SHOT
81.0,0.0,SHOT
-83.0,11.0,SHOT
1.0,2.0,SHOT
-43.0,-2.0,SHOT
-71.0,-27.0,GOAL
-67.0,-18.0,GOAL
-59.0,8.0,SHOT
-54.0,14.0,SHOT
-73.0,6.0,SHOT
35.0,-28.0,SHOT
-66.0,28.0,SHOT
60.0,-24.0,SHOT
-73.0,-31.0,SHOT
42.0,0.0,SHOT
-40.0,-25.0,SHOT
30.0,18.0,SHOT
69.0,20.0,SHOT
89.0,-9.0,SHOT
88.0,-6.0,SHOT
-82.0,-5.0,SHOT
-81.0,-5.0,SHOT
55.0,8.0,SHOT
-76.0,10.0,SHOT
46.0,22.0,SHOT
75.0,-18.0,SHOT
61.0,-20.0,SHOT
46.0,-30.0,SHOT
-45.0,6.0,SHOT
-67.0,-23.0,SHOT
58.0,-26.0,SHOT
-75.0,4.0,SHOT
-51.0,4.0,SHOT
67.0,-39.0,SHOT
-22.0,28.0,SHOT
-59.0,27.0,SHOT
-31.0,-35.0,SHOT
-40.0,-22.0,SHOT
-54.0,-8.0,SHOT
-48.0,0.0,SHOT
-66.0,5.0,SHOT
87.0,-8.0,SHOT
64.0,-29.0,SHOT
-83.0,36.0,SHOT
-54.0,6.0,SHOT
15.0,-26.0,SHOT
-56.0,-7.0,SHOT
-37.0,-33.0,SHOT
49.0,38.0,SHOT
-55.0,-35.0,SHOT
-38.0,-31.0,SHOT
31.0,32.0,SHOT
-83.0,-13.0,SHOT
-78.0,0.0,GOAL
-81.0,10.0,SHOT
-78.0,3.0,SHOT
-49.0,-23.0,SHOT
-75.0,14.0,SHOT
51.0,13.0,SHOT
32.0,27.0,SHOT
56.0,9.0,SHOT
40.0,1.0,SHOT
46.0,30.0,SHOT
45.0,0.0,SHOT
72.0,-1.0,SHOT
31.0,-8.0,SHOT
-79.0,4.0,SHOT
-69.0,31.0,SHOT
-67.0,-11.0,SHOT
31.0,9.0,SHOT
62.0,-12.0,SHOT
55.0,-12.0,GOAL
85.0,10.0,SHOT
-84.0,-9.0,SHOT
-64.0,5.0,SHOT
33.0,-26.0,SHOT
62.0,-15.0,GOAL
72.0,-27.0,SHOT
80.0,33.0,SHOT
76.0,1.0,SHOT
82.0,-10.0,GOAL
-81.0,0.0,GOAL
-63.0,-17.0,SHOT
-80.0,0.0,SHOT
-86.0,27.0,SHOT
-83.0,-4.0,GOAL
-77.0,5.0,SHOT
-36.0,-23.0,SHOT
66.0,2.0,SHOT
52.0,-7.0,SHOT
52.0,-21.0,SHOT
60.0,10.0,SHOT
55.0,-14.0,GOAL
-21.0,-23.0,SHOT
-66.0,1.0,SHOT
-77.0,1.0,GOAL
82.0,6.0,SHOT
64.0,38.0,SHOT
82.0,-2.0,SHOT
78.0,5.0,GOAL
81.0,3.0,SHOT
-74.0,-11.0,SHOT
-35.0,18.0,SHOT
51.0,35.0,SHOT
76.0,36.0,SHOT
78.0,30.0,SHOT
-66.0,9.0,SHOT
-42.0,24.0,SHOT
36.0,25.0,SHOT
40.0,-25.0,SHOT
-70.0,7.0,GOAL
78.0,10.0,SHOT
79.0,-9.0,GOAL
-67.0,14.0,SHOT
-40.0,32.0,SHOT
-61.0,-30.0,SHOT
67.0,9.0,SHOT
42.0,-3.0,SHOT
-72.0,8.0,SHOT
52.0,8.0,SHOT
-36.0,3.0,SHOT
-72.0,4.0,SHOT
38.0,20.0,SHOT
69.0,7.0,SHOT
65.0,11.0,SHOT
76.0,-2.0,SHOT
-76.0,16.0,SHOT
43.0,1.0,SHOT
65.0,-34.0,SHOT
-73.0,-22.0,SHOT
-50.0,0.0,SHOT
-68.0,18.0,GOAL
-77.0,5.0,SHOT
77.0,5.0,SHOT
52.0,-27.0,SHOT
79.0,-7.0,SHOT
81.0,7.0,SHOT
78.0,8.0,SHOT
72.0,-2.0,SHOT
79.0,-12.0,SHOT
52.0,-22.0,SHOT
81.0,8.0,SHOT
72.0,12.0,SHOT
42.0,-23.0,SHOT
60.0,16.0,SHOT
60.0,-21.0,SHOT
-76.0,-16.0,SHOT
-70.0,8.0,SHOT
64.0,-21.0,SHOT
-69.0,-16.0,SHOT
-63.0,21.0,SHOT
61.0,-19.0,SHOT
-33.0,-11.0,SHOT
10.0,0.0,SHOT
-53.0,-2.0,SHOT
-66.0,7.0,GOAL
-63.0,4.0,GOAL
-45.0,-25.0,SHOT
-45.0,-21.0,SHOT
-78.0,8.0,SHOT
-39.0,2.0,SHOT
-36.0,-12.0,SHOT
-35.0,3.0,SHOT
-68.0,-31.0,SHOT
67.0,-29.0,SHOT
-63.0,-33.0,SHOT
-74.0,0.0,SHOT
-77.0,9.0,SHOT
-74.0,4.0,SHOT
-39.0,6.0,SHOT
40.0,6.0,SHOT
-36.0,31.0,SHOT
-60.0,31.0,SHOT
58.0,-17.0,SHOT
-71.0,2.0,SHOT
78.0,-28.0,SHOT
-80.0,2.0,SHOT
67.0,-17.0,GOAL
-2.0,10.0,SHOT
70.0,19.0,GOAL
-69.0,27.0,SHOT
-51.0,2.0,SHOT
-41.0,-3.0,SHOT
-75.0,-31.0,SHOT
-33.0,-30.0,SHOT
-83.0,0.0,GOAL
87.0,-8.0,SHOT
56.0,-17.0,SHOT
67.0,-12.0,SHOT
63.0,-40.0,SHOT
-74.0,-41.0,SHOT
-64.0,-16.0,SHOT
-35.0,16.0,SHOT
-64.0,-25.0,SHOT
87.0,7.0,SHOT
68.0,24.0,SHOT
-52.0,-29.0,SHOT
-36.0,0.0,SHOT
34.0,10.0,SHOT
-68.0,8.0,SHOT
-78.0,0.0,GOAL
73.0,-18.0,SHOT
32.0,21.0,SHOT
-78.0,0.0,SHOT
-75.0,-5.0,SHOT
67.0,11.0,SHOT
36.0,1.0,SHOT
85.0,2.0,SHOT
61.0,-11.0,SHOT
64.0,33.0,SHOT
-54.0,13.0,SHOT
-85.0,-5.0,SHOT
86.0,2.0,SHOT
80.0,14.0,SHOT
70.0,8.0,SHOT
-62.0,21.0,SHOT
69.0,35.0,SHOT
76.0,-35.0,SHOT
-70.0,33.0,SHOT
82.0,-10.0,SHOT
51.0,-33.0,SHOT
-54.0,-22.0,GOAL
88.0,4.0,SHOT
80.0,-9.0,SHOT
-76.0,-14.0,SHOT
-75.0,10.0,SHOT
-79.0,-2.0,GOAL
79.0,-15.0,SHOT
-81.0,3.0,SHOT
78.0,-40.0,SHOT
-76.0,0.0,GOAL
84.0,-5.0,SHOT
-69.0,-12.0,SHOT
49.0,-30.0,SHOT
73.0,6.0,GOAL
80.0,13.0,SHOT
-72.0,-5.0,SHOT
-61.0,19.0,SHOT
59.0,13.0,SHOT
64.0,-24.0,SHOT
30.0,-23.0,SHOT
47.0,18.0,SHOT
53.0,-38.0,SHOT
57.0,12.0,SHOT
35.0,12.0,SHOT
52.0,22.0,SHOT
57.0,-7.0,SHOT
-53.0,-5.0,GOAL
-72.0,-5.0,SHOT
-49.0,-13.0,SHOT
-37.0,16.0,SHOT
-37.0,24.0,SHOT
63.0,7.0,SHOT
-63.0,10.0,SHOT
-33.0,16.0,SHOT
-20.0,-16.0,SHOT
-9.0,-14.0,SHOT
-54.0,-5.0,SHOT
-32.0,13.0,SHOT
-82.0,5.0,SHOT
50.0,-19.0,SHOT
-68.0,26.0,SHOT
-45.0,-1.0,SHOT
-76.0,-14.0,SHOT
-82.0,-5.0,SHOT
40.0,-30.0,SHOT
59.0,-13.0,SHOT
53.0,16.0,GOAL
42.0,-23.0,SHOT
76.0,-7.0,SHOT
79.0,3.0,GOAL
69.0,6.0,SHOT
-59.0,-9.0,GOAL
52.0,23.0,SHOT
-39.0,-21.0,GOAL
73.0,6.0,SHOT
81.0,9.0,SHOT
-84.0,5.0,SHOT
-84.0,5.0,SHOT
-46.0,-16.0,SHOT
-53.0,4.0,SHOT
-36.0,-13.0,SHOT
-8.0,-10.0,SHOT
-53.0,-19.0,SHOT
57.0,-21.0,SHOT
32.0,-5.0,SHOT
35.0,14.0,SHOT
6.0,-23.0,SHOT
72.0,23.0,SHOT
-39.0,16.0,SHOT
-55.0,-1.0,SHOT
33.0,2.0,SHOT
38.0,-17.0,SHOT
82.0,28.0,SHOT
82.0,-21.0,SHOT
-82.0,-28.0,SHOT
-82.0,0.0,SHOT
49.0,-20.0,SHOT
-39.0,3.0,SHOT
-60.0,39.0,SHOT
-84.0,-5.0,SHOT
60.0,-2.0,GOAL
37.0,-19.0,SHOT
0.0,3.0,SHOT
-71.0,-5.0,SHOT
-74.0,0.0,SHOT
80.0,-3.0,SHOT
-56.0,-34.0,SHOT
-80.0,-2.0,GOAL
-40.0,-22.0,SHOT
-62.0,24.0,GOAL
11.0,17.0,SHOT
-35.0,-23.0,SHOT
49.0,-33.0,SHOT
-45.0,17.0,SHOT
-7.0,29.0,SHOT
84.0,-7.0,SHOT
70.0,-1.0,GOAL
76.0,28.0,SHOT
-76.0,-14.0,SHOT
-42.0,36.0,SHOT
47.0,-28.0,SHOT
-56.0,-1.0,SHOT
-81.0,-3.0,GOAL
47.0,-1.0,SHOT
-55.0,27.0,SHOT
59.0,26.0,SHOT
-48.0,-23.0,SHOT
-25.0,-11.0,SHOT
-34.0,6.0,SHOT
-71.0,17.0,SHOT
-52.0,20.0,SHOT
-85.0,1.0,GOAL
-78.0,-1.0,GOAL
-20.0,-26.0,SHOT
-67.0,39.0,SHOT
62.0,-19.0,SHOT
-56.0,25.0,SHOT
-35.0,-7.0,SHOT
-33.0,8.0,SHOT
-35.0,35.0,SHOT
-79.0,-1.0,SHOT
-79.0,1.0,SHOT
-62.0,11.0,SHOT
-86.0,-7.0,SHOT
-85.0,12.0,SHOT
-83.0,8.0,SHOT
-78.0,-5.0,GOAL
66.0,-10.0,SHOT
-53.0,20.0,SHOT
-63.0,38.0,SHOT
-77.0,-23.0,SHOT
-39.0,-38.0,SHOT
63.0,21.0,GOAL
33.0,-19.0,SHOT
61.0,0.0,SHOT
36.0,-23.0,SHOT
-77.0,-3.0,SHOT
-46.0,-16.0,SHOT
1.0,-25.0,SHOT
-45.0,-21.0,SHOT
34.0,-22.0,SHOT
-43.0,-21.0,SHOT
-64.0,-1.0,SHOT
63.0,-15.0,SHOT
-54.0,-9.0,SHOT
72.0,-4.0,GOAL
77.0,-19.0,SHOT
-49.0,-24.0,SHOT
48.0,36.0,SHOT
81.0,6.0,SHOT
84.0,7.0,SHOT
82.0,5.0,SHOT
-40.0,-18.0,SHOT
-39.0,-11.0,SHOT
-48.0,-3.0,SHOT
-70.0,0.0,SHOT
69.0,-1.0,SHOT
31.0,-26.0,SHOT
83.0,4.0,SHOT
68.0,23.0,SHOT
-42.0,5.0,GOAL
68.0,0.0,SHOT
-84.0,-24.0,SHOT
35.0,34.0,SHOT
82.0,-5.0,SHOT
75.0,-12.0,GOAL
34.0,-18.0,SHOT
-45.0,-30.0,SHOT
52.0,-13.0,SHOT
32.0,-11.0,SHOT
77.0,-18.0,GOAL
58.0,-1.0,SHOT
-33.0,33.0,SHOT
-43.0,-1.0,GOAL
-52.0,15.0,SHOT
77.0,-7.0,SHOT
71.0,29.0,SHOT
-32.0,19.0,SHOT
-78.0,-1.0,SHOT
-36.0,-25.0,SHOT
-84.0,8.0,SHOT
-86.0,6.0,GOAL
-70.0,-12.0,SHOT
-54.0,-1.0,SHOT
87.0,-9.0,SHOT
57.0,-21.0,SHOT
83.0,23.0,SHOT
-77.0,-2.0,GOAL
82.0,-8.0,SHOT
69.0,-29.0,SHOT
-63.0,-27.0,GOAL
55.0,20.0,SHOT
42.0,-4.0,SHOT
58.0,4.0,SHOT
76.0,-10.0,SHOT
-83.0,-9.0,SHOT
69.0,1.0,SHOT
88.0,-16.0,SHOT
68.0,-8.0,SHOT
-43.0,-1.0,SHOT
-58.0,18.0,SHOT
-34.0,31.0,SHOT
-64.0,13.0,SHOT
-62.0,-3.0,GOAL
60.0,23.0,GOAL
-64.0,14.0,SHOT
-84.0,24.0,SHOT
-70.0,-31.0,SHOT
80.0,-11.0,SHOT
-81.0,12.0,SHOT
-67.0,1.0,GOAL
-61.0,11.0,SHOT
-39.0,-19.0,SHOT
-55.0,-29.0,SHOT
-43.0,2.0,SHOT
-69.0,26.0,SHOT
-42.0,-5.0,SHOT
-46.0,-3.0,SHOT
-75.0,-6.0,SHOT
51.0,2.0,SHOT
70.0,6.0,SHOT
77.0,10.0,SHOT
84.0,7.0,SHOT
-72.0,-21.0,SHOT
92.0,-9.0,GOAL
76.0,-6.0,SHOT
-75.0,-8.0,SHOT
48.0,-10.0,SHOT
71.0,13.0,SHOT
11.0,-24.0,SHOT
12.0,-38.0,SHOT
-56.0,-14.0,SHOT
-52.0,19.0,SHOT
87.0,-13.0,GOAL
68.0,-18.0,SHOT
70.0,-3.0,SHOT
78.0,-7.0,SHOT
54.0,-23.0,SHOT
82.0,18.0,SHOT
49.0,9.0,SHOT
43.0,-19.0,SHOT
62.0,26.0,SHOT
-82.0,-6.0,GOAL
-77.0,-1.0,SHOT
80.0,11.0,SHOT
-85.0,-9.0,SHOT
-70.0,18.0,GOAL
88.0,25.0,SHOT
-76.0,-31.0,SHOT
73.0,-6.0,SHOT
79.0,-4.0,SHOT
40.0,-29.0,SHOT
55.0,-4.0,SHOT
-84.0,-38.0,SHOT
44.0,34.0,SHOT
-77.0,9.0,SHOT
-81.0,-3.0,SHOT
-81.0,-33.0,SHOT
-84.0,-12.0,SHOT
68.0,14.0,SHOT
-80.0,-6.0,GOAL
-60.0,31.0,SHOT
68.0,16.0,SHOT
80.0,-1.0,SHOT
-81.0,-26.0,SHOT
63.0,18.0,SHOT
80.0,9.0,SHOT
52.0,31.0,GOAL
-76.0,14.0,SHOT
-81.0,9.0,SHOT
-81.0,3.0,SHOT
-85.0,-7.0,SHOT
-38.0,-1.0,GOAL
-87.0,-6.0,SHOT
-78.0,-1.0,SHOT
-95.0,-23.0,SHOT
82.0,-11.0,SHOT
77.0,-3.0,SHOT
78.0,-4.0,SHOT
92.0,14.0,SHOT
48.0,8.0,SHOT
77.0,-3.0,SHOT
-73.0,-2.0,SHOT
-82.0,12.0,SHOT
